color,order
"[140, 85, 142]","[(157, 157, 151), (131, 84, 50), (137, 50, 184)]"
"[172, 99, 145]","[(157, 157, 151), (131, 84, 50), (199, 78, 189)]"
"[194, 130, 135]","[(157, 157, 151), (131, 84, 50), (243, 139, 170)]"
"[208, 178, 174]","[(157, 157, 151), (176, 46, 38), (249, 255, 254)]"
"[162, 129, 123]","[(157, 157, 151), (176, 46, 38), (157, 157, 151)]"
"[119, 90, 88]","[(157, 157, 151), (176, 46, 38), (71, 79, 82)]"
"[98, 65, 64]","[(157, 157, 151), (176, 46, 38), (29, 29, 33)]"
"[149, 93, 72]","[(157, 157, 151), (176, 46, 38), (131, 84, 50)]"
"[171, 74, 66]","[(157, 157, 151), (176, 46, 38), (176, 46, 38)]"
"[208, 115, 62]","[(157, 157, 151), (176, 46, 38), (249, 128, 29)]"
"[210, 159, 78]","[(157, 157, 151), (176, 46, 38), (254, 216, 61)]"
"[147, 150, 63]","[(157, 157, 151), (176, 46, 38), (128, 199, 31)]"
"[130, 113, 58]","[(157, 157, 151), (176, 46, 38), (94, 124, 22)]"
"[94, 129, 125]","[(157, 157, 151), (176, 46, 38), (22, 156, 156)]"
"[112, 140, 156]","[(157, 157, 151), (176, 46, 38), (58, 179, 218)]"
"[113, 85, 132]","[(157, 157, 151), (176, 46, 38), (60, 68, 170)]"
"[152, 76, 139]","[(157, 157, 151), (176, 46, 38), (137, 50, 184)]"
"[183, 90, 142]","[(157, 157, 151), (176, 46, 38), (199, 78, 189)]"
"[205, 120, 132]","[(157, 157, 151), (176, 46, 38), (243, 139, 170)]"
"[226, 199, 172]","[(157, 157, 151), (249, 128, 29), (249, 255, 254)]"
"[180, 150, 120]","[(157, 157, 151), (249, 128, 29), (157, 157, 151)]"
"[137, 111, 86]","[(157, 157, 151), (249, 128, 29), (71, 79, 82)]"
"[116, 86, 62]","[(157, 157, 151), (249, 128, 29), (29, 29, 33)]"
"[167, 113, 70]","[(157, 157, 151), (249, 128, 29), (131, 84, 50)]"
"[190, 94, 64]","[(157, 157, 151), (249, 128, 29), (176, 46, 38)]"
"[226, 135, 60]","[(157, 157, 151), (249, 128, 29), (249, 128, 29)]"
"[228, 179, 76]","[(157, 157, 151), (249, 128, 29), (254, 216, 61)]"
"[166, 171, 60]","[(157, 157, 151), (249, 128, 29), (128, 199, 31)]"
"[148, 133, 56]","[(157, 157, 151), (249, 128, 29), (94, 124, 22)]"
"[112, 149, 123]","[(157, 157, 151), (249, 128, 29), (22, 156, 156)]"
"[130, 161, 154]","[(157, 157, 151), (249, 128, 29), (58, 179, 218)]"
"[132, 105, 130]","[(157, 157, 151), (249, 128, 29), (60, 68, 170)]"
"[170, 96, 137]","[(157, 157, 151), (249, 128, 29), (137, 50, 184)]"
"[201, 110, 140]","[(157, 157, 151), (249, 128, 29), (199, 78, 189)]"
"[223, 141, 130]","[(157, 157, 151), (249, 128, 29), (243, 139, 170)]"
"[227, 221, 180]","[(157, 157, 151), (254, 216, 61), (249, 255, 254)]"
"[181, 172, 128]","[(157, 157, 151), (254, 216, 61), (157, 157, 151)]"
"[138, 133, 94]","[(157, 157, 151), (254, 216, 61), (71, 79, 82)]"
"[117, 108, 70]","[(157, 157, 151), (254, 216, 61), (29, 29, 33)]"
"[168, 135, 78]","[(157, 157, 151), (254, 216, 61), (131, 84, 50)]"
"[191, 116, 72]","[(157, 157, 151), (254, 216, 61), (176, 46, 38)]"
"[227, 157, 68]","[(157, 157, 151), (254, 216, 61), (249, 128, 29)]"
"[230, 201, 84]","[(157, 157, 151), (254, 216, 61), (254, 216, 61)]"
"[167, 193, 68]","[(157, 157, 151), (254, 216, 61), (128, 199, 31)]"
"[150, 155, 64]","[(157, 157, 151), (254, 216, 61), (94, 124, 22)]"
"[114, 171, 131]","[(157, 157, 151), (254, 216, 61), (22, 156, 156)]"
"[132, 183, 162]","[(157, 157, 151), (254, 216, 61), (58, 179, 218)]"
"[133, 127, 138]","[(157, 157, 151), (254, 216, 61), (60, 68, 170)]"
"[171, 118, 145]","[(157, 157, 151), (254, 216, 61), (137, 50, 184)]"
"[202, 132, 148]","[(157, 157, 151), (254, 216, 61), (199, 78, 189)]"
"[224, 163, 138]","[(157, 157, 151), (254, 216, 61), (243, 139, 170)]"
"[196, 216, 172]","[(157, 157, 151), (128, 199, 31), (249, 255, 254)]"
"[150, 168, 121]","[(157, 157, 151), (128, 199, 31), (157, 157, 151)]"
"[107, 128, 86]","[(157, 157, 151), (128, 199, 31), (71, 79, 82)]"
"[86, 104, 62]","[(157, 157, 151), (128, 199, 31), (29, 29, 33)]"
"[137, 131, 70]","[(157, 157, 151), (128, 199, 31), (131, 84, 50)]"
"[159, 112, 64]","[(157, 157, 151), (128, 199, 31), (176, 46, 38)]"
"[196, 153, 60]","[(157, 157, 151), (128, 199, 31), (249, 128, 29)]"
"[198, 197, 76]","[(157, 157, 151), (128, 199, 31), (254, 216, 61)]"
"[135, 188, 61]","[(157, 157, 151), (128, 199, 31), (128, 199, 31)]"
"[118, 151, 56]","[(157, 157, 151), (128, 199, 31), (94, 124, 22)]"
"[82, 167, 124]","[(157, 157, 151), (128, 199, 31), (22, 156, 156)]"
"[100, 178, 154]","[(157, 157, 151), (128, 199, 31), (58, 179, 218)]"
"[101, 123, 130]","[(157, 157, 151), (128, 199, 31), (60, 68, 170)]"
"[140, 114, 138]","[(157, 157, 151), (128, 199, 31), (137, 50, 184)]"
"[171, 128, 140]","[(157, 157, 151), (128, 199, 31), (199, 78, 189)]"
"[193, 158, 130]","[(157, 157, 151), (128, 199, 31), (243, 139, 170)]"
"[187, 198, 170]","[(157, 157, 151), (94, 124, 22), (249, 255, 254)]"
"[141, 149, 119]","[(157, 157, 151), (94, 124, 22), (157, 157, 151)]"
"[98, 110, 84]","[(157, 157, 151), (94, 124, 22), (71, 79, 82)]"
"[77, 85, 60]","[(157, 157, 151), (94, 124, 22), (29, 29, 33)]"
"[128, 112, 68]","[(157, 157, 151), (94, 124, 22), (131, 84, 50)]"
"[151, 93, 62]","[(157, 157, 151), (94, 124, 22), (176, 46, 38)]"
"[187, 134, 58]","[(157, 157, 151), (94, 124, 22), (249, 128, 29)]"
"[190, 178, 74]","[(157, 157, 151), (94, 124, 22), (254, 216, 61)]"
"[127, 170, 59]","[(157, 157, 151), (94, 124, 22), (128, 199, 31)]"
"[110, 132, 54]","[(157, 157, 151), (94, 124, 22), (94, 124, 22)]"
"[74, 148, 121]","[(157, 157, 151), (94, 124, 22), (22, 156, 156)]"
"[92, 160, 152]","[(157, 157, 151), (94, 124, 22), (58, 179, 218)]"
"[93, 104, 128]","[(157, 157, 151), (94, 124, 22), (60, 68, 170)]"
"[131, 95, 135]","[(157, 157, 151), (94, 124, 22), (137, 50, 184)]"
"[162, 109, 138]","[(157, 157, 151), (94, 124, 22), (199, 78, 189)]"
"[184, 140, 128]","[(157, 157, 151), (94, 124, 22), (243, 139, 170)]"
"[169, 206, 204]","[(157, 157, 151), (22, 156, 156), (249, 255, 254)]"
"[123, 157, 152]","[(157, 157, 151), (22, 156, 156), (157, 157, 151)]"
"[80, 118, 118]","[(157, 157, 151), (22, 156, 156), (71, 79, 82)]"
"[59, 93, 93]","[(157, 157, 151), (22, 156, 156), (29, 29, 33)]"
"[110, 120, 102]","[(157, 157, 151), (22, 156, 156), (131, 84, 50)]"
"[133, 101, 96]","[(157, 157, 151), (22, 156, 156), (176, 46, 38)]"
"[169, 142, 91]","[(157, 157, 151), (22, 156, 156), (249, 128, 29)]"
"[172, 186, 107]","[(157, 157, 151), (22, 156, 156), (254, 216, 61)]"
"[109, 178, 92]","[(157, 157, 151), (22, 156, 156), (128, 199, 31)]"
"[92, 140, 88]","[(157, 157, 151), (22, 156, 156), (94, 124, 22)]"
"[56, 156, 155]","[(157, 157, 151), (22, 156, 156), (22, 156, 156)]"
"[74, 168, 186]","[(157, 157, 151), (22, 156, 156), (58, 179, 218)]"
"[75, 112, 162]","[(157, 157, 151), (22, 156, 156), (60, 68, 170)]"
"[113, 103, 169]","[(157, 157, 151), (22, 156, 156), (137, 50, 184)]"
"[144, 117, 171]","[(157, 157, 151), (22, 156, 156), (199, 78, 189)]"
"[166, 148, 162]","[(157, 157, 151), (22, 156, 156), (243, 139, 170)]"
"[178, 212, 219]","[(157, 157, 151), (58, 179, 218), (249, 255, 254)]"
"[132, 162, 168]","[(157, 157, 151), (58, 179, 218), (157, 157, 151)]"
"[89, 124, 133]","[(157, 157, 151), (58, 179, 218), (71, 79, 82)]"
"[68, 98, 109]","[(157, 157, 151), (58, 179, 218), (29, 29, 33)]"
"[119, 126, 117]","[(157, 157, 151), (58, 179, 218), (131, 84, 50)]"
"[142, 107, 111]","[(157, 157, 151), (58, 179, 218), (176, 46, 38)]"
"[178, 148, 107]","[(157, 157, 151), (58, 179, 218), (249, 128, 29)]"
"[181, 192, 123]","[(157, 157, 151), (58, 179, 218), (254, 216, 61)]"
"[118, 184, 108]","[(157, 157, 151), (58, 179, 218), (128, 199, 31)]"
"[101, 146, 103]","[(157, 157, 151), (58, 179, 218), (94, 124, 22)]"
"[65, 162, 170]","[(157, 157, 151), (58, 179, 218), (22, 156, 156)]"
"[83, 174, 201]","[(157, 157, 151), (58, 179, 218), (58, 179, 218)]"
"[84, 118, 177]","[(157, 157, 151), (58, 179, 218), (60, 68, 170)]"
"[122, 109, 184]","[(157, 157, 151), (58, 179, 218), (137, 50, 184)]"
"[153, 123, 187]","[(157, 157, 151), (58, 179, 218), (199, 78, 189)]"
"[175, 154, 177]","[(157, 157, 151), (58, 179, 218), (243, 139, 170)]"
"[179, 184, 207]","[(157, 157, 151), (60, 68, 170), (249, 255, 254)]"
"[133, 135, 156]","[(157, 157, 151), (60, 68, 170), (157, 157, 151)]"
"[90, 96, 121]","[(157, 157, 151), (60, 68, 170), (71, 79, 82)]"
"[69, 71, 97]","[(157, 157, 151), (60, 68, 170), (29, 29, 33)]"
"[120, 98, 105]","[(157, 157, 151), (60, 68, 170), (131, 84, 50)]"
"[142, 79, 99]","[(157, 157, 151), (60, 68, 170), (176, 46, 38)]"
"[179, 120, 95]","[(157, 157, 151), (60, 68, 170), (249, 128, 29)]"
"[181, 164, 111]","[(157, 157, 151), (60, 68, 170), (254, 216, 61)]"
"[118, 156, 96]","[(157, 157, 151), (60, 68, 170), (128, 199, 31)]"
"[101, 118, 91]","[(157, 157, 151), (60, 68, 170), (94, 124, 22)]"
"[65, 134, 158]","[(157, 157, 151), (60, 68, 170), (22, 156, 156)]"
"[83, 146, 189]","[(157, 157, 151), (60, 68, 170), (58, 179, 218)]"
"[84, 90, 165]","[(157, 157, 151), (60, 68, 170), (60, 68, 170)]"
"[123, 81, 172]","[(157, 157, 151), (60, 68, 170), (137, 50, 184)]"
"[154, 95, 175]","[(157, 157, 151), (60, 68, 170), (199, 78, 189)]"
"[176, 126, 165]","[(157, 157, 151), (60, 68, 170), (243, 139, 170)]"
"[198, 179, 211]","[(157, 157, 151), (137, 50, 184), (249, 255, 254)]"
"[152, 130, 159]","[(157, 157, 151), (137, 50, 184), (157, 157, 151)]"
"[109, 91, 125]","[(157, 157, 151), (137, 50, 184), (71, 79, 82)]"
"[88, 66, 100]","[(157, 157, 151), (137, 50, 184), (29, 29, 33)]"
"[139, 94, 109]","[(157, 157, 151), (137, 50, 184), (131, 84, 50)]"
"[162, 75, 103]","[(157, 157, 151), (137, 50, 184), (176, 46, 38)]"
"[198, 116, 98]","[(157, 157, 151), (137, 50, 184), (249, 128, 29)]"
"[200, 160, 114]","[(157, 157, 151), (137, 50, 184), (254, 216, 61)]"
"[138, 151, 99]","[(157, 157, 151), (137, 50, 184), (128, 199, 31)]"
"[120, 114, 95]","[(157, 157, 151), (137, 50, 184), (94, 124, 22)]"
"[84, 130, 162]","[(157, 157, 151), (137, 50, 184), (22, 156, 156)]"
"[102, 141, 193]","[(157, 157, 151), (137, 50, 184), (58, 179, 218)]"
"[104, 86, 169]","[(157, 157, 151), (137, 50, 184), (60, 68, 170)]"
"[142, 77, 176]","[(157, 157, 151), (137, 50, 184), (137, 50, 184)]"
"[173, 91, 178]","[(157, 157, 151), (137, 50, 184), (199, 78, 189)]"
"[195, 121, 169]","[(157, 157, 151), (137, 50, 184), (243, 139, 170)]"
"[214, 186, 212]","[(157, 157, 151), (199, 78, 189), (249, 255, 254)]"
"[168, 137, 160]","[(157, 157, 151), (199, 78, 189), (157, 157, 151)]"
"[124, 98, 126]","[(157, 157, 151), (199, 78, 189), (71, 79, 82)]"
"[104, 73, 102]","[(157, 157, 151), (199, 78, 189), (29, 29, 33)]"
"[154, 101, 110]","[(157, 157, 151), (199, 78, 189), (131, 84, 50)]"
"[177, 82, 104]","[(157, 157, 151), (199, 78, 189), (176, 46, 38)]"
"[214, 123, 100]","[(157, 157, 151), (199, 78, 189), (249, 128, 29)]"
"[216, 167, 116]","[(157, 157, 151), (199, 78, 189), (254, 216, 61)]"
"[153, 158, 100]","[(157, 157, 151), (199, 78, 189), (128, 199, 31)]"
"[136, 121, 96]","[(157, 157, 151), (199, 78, 189), (94, 124, 22)]"
"[100, 137, 163]","[(157, 157, 151), (199, 78, 189), (22, 156, 156)]"
"[118, 148, 194]","[(157, 157, 151), (199, 78, 189), (58, 179, 218)]"
"[119, 93, 170]","[(157, 157, 151), (199, 78, 189), (60, 68, 170)]"
"[158, 84, 177]","[(157, 157, 151), (199, 78, 189), (137, 50, 184)]"
"[188, 98, 180]","[(157, 157, 151), (199, 78, 189), (199, 78, 189)]"
"[210, 128, 170]","[(157, 157, 151), (199, 78, 189), (243, 139, 170)]"
"[224, 202, 207]","[(157, 157, 151), (243, 139, 170), (249, 255, 254)]"
"[178, 152, 156]","[(157, 157, 151), (243, 139, 170), (157, 157, 151)]"
"[136, 114, 121]","[(157, 157, 151), (243, 139, 170), (71, 79, 82)]"
"[114, 88, 97]","[(157, 157, 151), (243, 139, 170), (29, 29, 33)]"
"[166, 116, 105]","[(157, 157, 151), (243, 139, 170), (131, 84, 50)]"
"[188, 97, 99]","[(157, 157, 151), (243, 139, 170), (176, 46, 38)]"
"[224, 138, 95]","[(157, 157, 151), (243, 139, 170), (249, 128, 29)]"
"[227, 182, 111]","[(157, 157, 151), (243, 139, 170), (254, 216, 61)]"
"[164, 174, 96]","[(157, 157, 151), (243, 139, 170), (128, 199, 31)]"
"[147, 136, 91]","[(157, 157, 151), (243, 139, 170), (94, 124, 22)]"
"[111, 152, 158]","[(157, 157, 151), (243, 139, 170), (22, 156, 156)]"
"[129, 164, 189]","[(157, 157, 151), (243, 139, 170), (58, 179, 218)]"
"[130, 108, 165]","[(157, 157, 151), (243, 139, 170), (60, 68, 170)]"
"[168, 99, 172]","[(157, 157, 151), (243, 139, 170), (137, 50, 184)]"
"[200, 113, 175]","[(157, 157, 151), (243, 139, 170), (199, 78, 189)]"
"[222, 144, 165]","[(157, 157, 151), (243, 139, 170), (243, 139, 170)]"
"[204, 211, 211]","[(71, 79, 82), (249, 255, 254), (249, 255, 254)]"
"[158, 162, 160]","[(71, 79, 82), (249, 255, 254), (157, 157, 151)]"
"[116, 123, 125]","[(71, 79, 82), (249, 255, 254), (71, 79, 82)]"
"[94, 98, 100]","[(71, 79, 82), (249, 255, 254), (29, 29, 33)]"
"[146, 126, 109]","[(71, 79, 82), (249, 255, 254), (131, 84, 50)]"
"[168, 106, 103]","[(71, 79, 82), (249, 255, 254), (176, 46, 38)]"
"[204, 148, 98]","[(71, 79, 82), (249, 255, 254), (249, 128, 29)]"
"[207, 192, 114]","[(71, 79, 82), (249, 255, 254), (254, 216, 61)]"
"[144, 183, 100]","[(71, 79, 82), (249, 255, 254), (128, 199, 31)]"
"[127, 146, 95]","[(71, 79, 82), (249, 255, 254), (94, 124, 22)]"
"[91, 162, 162]","[(71, 79, 82), (249, 255, 254), (22, 156, 156)]"
"[109, 173, 193]","[(71, 79, 82), (249, 255, 254), (58, 179, 218)]"
"[110, 118, 169]","[(71, 79, 82), (249, 255, 254), (60, 68, 170)]"
"[148, 108, 176]","[(71, 79, 82), (249, 255, 254), (137, 50, 184)]"
"[180, 122, 178]","[(71, 79, 82), (249, 255, 254), (199, 78, 189)]"
"[202, 153, 169]","[(71, 79, 82), (249, 255, 254), (243, 139, 170)]"
"[182, 186, 185]","[(71, 79, 82), (157, 157, 151), (249, 255, 254)]"
"[136, 138, 134]","[(71, 79, 82), (157, 157, 151), (157, 157, 151)]"
"[92, 98, 99]","[(71, 79, 82), (157, 157, 151), (71, 79, 82)]"
"[72, 74, 75]","[(71, 79, 82), (157, 157, 151), (29, 29, 33)]"
"[122, 101, 83]","[(71, 79, 82), (157, 157, 151), (131, 84, 50)]"
"[145, 82, 77]","[(71, 79, 82), (157, 157, 151), (176, 46, 38)]"
"[182, 123, 73]","[(71, 79, 82), (157, 157, 151), (249, 128, 29)]"
"[184, 167, 89]","[(71, 79, 82), (157, 157, 151), (254, 216, 61)]"
"[121, 158, 74]","[(71, 79, 82), (157, 157, 151), (128, 199, 31)]"
"[104, 121, 69]","[(71, 79, 82), (157, 157, 151), (94, 124, 22)]"
"[68, 137, 136]","[(71, 79, 82), (157, 157, 151), (22, 156, 156)]"
"[86, 148, 167]","[(71, 79, 82), (157, 157, 151), (58, 179, 218)]"
"[87, 93, 143]","[(71, 79, 82), (157, 157, 151), (60, 68, 170)]"
"[126, 84, 150]","[(71, 79, 82), (157, 157, 151), (137, 50, 184)]"
"[156, 98, 153]","[(71, 79, 82), (157, 157, 151), (199, 78, 189)]"
"[178, 128, 143]","[(71, 79, 82), (157, 157, 151), (243, 139, 170)]"
"[160, 167, 168]","[(71, 79, 82), (71, 79, 82), (249, 255, 254)]"
"[114, 118, 116]","[(71, 79, 82), (71, 79, 82), (157, 157, 151)]"
"[71, 79, 82]","[(71, 79, 82), (71, 79, 82), (71, 79, 82)]"
"[50, 54, 58]","[(71, 79, 82), (71, 79, 82), (29, 29, 33)]"
"[101, 82, 66]","[(71, 79, 82), (71, 79, 82), (131, 84, 50)]"
"[124, 62, 60]","[(71, 79, 82), (71, 79, 82), (176, 46, 38)]"
"[160, 104, 56]","[(71, 79, 82), (71, 79, 82), (249, 128, 29)]"
"[162, 148, 72]","[(71, 79, 82), (71, 79, 82), (254, 216, 61)]"
"[100, 139, 56]","[(71, 79, 82), (71, 79, 82), (128, 199, 31)]"
"[82, 102, 52]","[(71, 79, 82), (71, 79, 82), (94, 124, 22)]"
"[46, 118, 119]","[(71, 79, 82), (71, 79, 82), (22, 156, 156)]"
"[64, 129, 150]","[(71, 79, 82), (71, 79, 82), (58, 179, 218)]"
"[66, 74, 126]","[(71, 79, 82), (71, 79, 82), (60, 68, 170)]"
"[104, 64, 133]","[(71, 79, 82), (71, 79, 82), (137, 50, 184)]"
"[135, 78, 136]","[(71, 79, 82), (71, 79, 82), (199, 78, 189)]"
"[157, 109, 126]","[(71, 79, 82), (71, 79, 82), (243, 139, 170)]"
"[150, 154, 156]","[(71, 79, 82), (29, 29, 33), (249, 255, 254)]"
"[104, 106, 104]","[(71, 79, 82), (29, 29, 33), (157, 157, 151)]"
"[60, 66, 70]","[(71, 79, 82), (29, 29, 33), (71, 79, 82)]"
"[40, 42, 45]","[(71, 79, 82), (29, 29, 33), (29, 29, 33)]"
"[90, 69, 54]","[(71, 79, 82), (29, 29, 33), (131, 84, 50)]"
"[113, 50, 48]","[(71, 79, 82), (29, 29, 33), (176, 46, 38)]"
"[150, 91, 43]","[(71, 79, 82), (29, 29, 33), (249, 128, 29)]"
"[152, 135, 59]","[(71, 79, 82), (29, 29, 33), (254, 216, 61)]"
"[89, 126, 44]","[(71, 79, 82), (29, 29, 33), (128, 199, 31)]"
"[72, 89, 40]","[(71, 79, 82), (29, 29, 33), (94, 124, 22)]"
"[36, 105, 107]","[(71, 79, 82), (29, 29, 33), (22, 156, 156)]"
"[54, 116, 138]","[(71, 79, 82), (29, 29, 33), (58, 179, 218)]"
"[55, 61, 114]","[(71, 79, 82), (29, 29, 33), (60, 68, 170)]"
"[94, 52, 121]","[(71, 79, 82), (29, 29, 33), (137, 50, 184)]"
"[124, 66, 123]","[(71, 79, 82), (29, 29, 33), (199, 78, 189)]"
"[146, 96, 114]","[(71, 79, 82), (29, 29, 33), (243, 139, 170)]"
"[175, 168, 160]","[(71, 79, 82), (131, 84, 50), (249, 255, 254)]"
"[129, 119, 108]","[(71, 79, 82), (131, 84, 50), (157, 157, 151)]"
"[86, 80, 74]","[(71, 79, 82), (131, 84, 50), (71, 79, 82)]"
"[65, 55, 50]","[(71, 79, 82), (131, 84, 50), (29, 29, 33)]"
"[116, 83, 58]","[(71, 79, 82), (131, 84, 50), (131, 84, 50)]"
"[138, 64, 52]","[(71, 79, 82), (131, 84, 50), (176, 46, 38)]"
"[175, 105, 48]","[(71, 79, 82), (131, 84, 50), (249, 128, 29)]"
"[178, 149, 64]","[(71, 79, 82), (131, 84, 50), (254, 216, 61)]"
"[114, 140, 48]","[(71, 79, 82), (131, 84, 50), (128, 199, 31)]"
"[98, 103, 44]","[(71, 79, 82), (131, 84, 50), (94, 124, 22)]"
"[62, 119, 111]","[(71, 79, 82), (131, 84, 50), (22, 156, 156)]"
"[80, 130, 142]","[(71, 79, 82), (131, 84, 50), (58, 179, 218)]"
"[80, 75, 118]","[(71, 79, 82), (131, 84, 50), (60, 68, 170)]"
"[119, 66, 125]","[(71, 79, 82), (131, 84, 50), (137, 50, 184)]"
"[150, 80, 128]","[(71, 79, 82), (131, 84, 50), (199, 78, 189)]"
"[172, 110, 118]","[(71, 79, 82), (131, 84, 50), (243, 139, 170)]"
"[186, 159, 157]","[(71, 79, 82), (176, 46, 38), (249, 255, 254)]"
"[140, 110, 106]","[(71, 79, 82), (176, 46, 38), (157, 157, 151)]"
"[97, 71, 71]","[(71, 79, 82), (176, 46, 38), (71, 79, 82)]"
"[76, 46, 46]","[(71, 79, 82), (176, 46, 38), (29, 29, 33)]"
"[127, 73, 55]","[(71, 79, 82), (176, 46, 38), (131, 84, 50)]"
"[150, 54, 49]","[(71, 79, 82), (176, 46, 38), (176, 46, 38)]"
"[186, 95, 44]","[(71, 79, 82), (176, 46, 38), (249, 128, 29)]"
"[189, 139, 60]","[(71, 79, 82), (176, 46, 38), (254, 216, 61)]"
"[126, 131, 46]","[(71, 79, 82), (176, 46, 38), (128, 199, 31)]"
"[109, 93, 41]","[(71, 79, 82), (176, 46, 38), (94, 124, 22)]"
"[73, 109, 108]","[(71, 79, 82), (176, 46, 38), (22, 156, 156)]"
"[91, 121, 139]","[(71, 79, 82), (176, 46, 38), (58, 179, 218)]"
"[92, 65, 115]","[(71, 79, 82), (176, 46, 38), (60, 68, 170)]"
"[130, 56, 122]","[(71, 79, 82), (176, 46, 38), (137, 50, 184)]"
"[161, 70, 124]","[(71, 79, 82), (176, 46, 38), (199, 78, 189)]"
"[183, 101, 115]","[(71, 79, 82), (176, 46, 38), (243, 139, 170)]"
"[204, 179, 155]","[(71, 79, 82), (249, 128, 29), (249, 255, 254)]"
"[158, 130, 103]","[(71, 79, 82), (249, 128, 29), (157, 157, 151)]"
"[116, 91, 69]","[(71, 79, 82), (249, 128, 29), (71, 79, 82)]"
"[94, 66, 44]","[(71, 79, 82), (249, 128, 29), (29, 29, 33)]"
"[146, 94, 53]","[(71, 79, 82), (249, 128, 29), (131, 84, 50)]"
"[168, 75, 47]","[(71, 79, 82), (249, 128, 29), (176, 46, 38)]"
"[204, 116, 42]","[(71, 79, 82), (249, 128, 29), (249, 128, 29)]"
"[207, 160, 58]","[(71, 79, 82), (249, 128, 29), (254, 216, 61)]"
"[144, 151, 43]","[(71, 79, 82), (249, 128, 29), (128, 199, 31)]"
"[127, 114, 39]","[(71, 79, 82), (249, 128, 29), (94, 124, 22)]"
"[91, 130, 106]","[(71, 79, 82), (249, 128, 29), (22, 156, 156)]"
"[109, 141, 137]","[(71, 79, 82), (249, 128, 29), (58, 179, 218)]"
"[110, 86, 113]","[(71, 79, 82), (249, 128, 29), (60, 68, 170)]"
"[148, 77, 120]","[(71, 79, 82), (249, 128, 29), (137, 50, 184)]"
"[180, 91, 122]","[(71, 79, 82), (249, 128, 29), (199, 78, 189)]"
"[202, 121, 113]","[(71, 79, 82), (249, 128, 29), (243, 139, 170)]"
"[206, 201, 163]","[(71, 79, 82), (254, 216, 61), (249, 255, 254)]"
"[160, 152, 111]","[(71, 79, 82), (254, 216, 61), (157, 157, 151)]"
"[117, 113, 77]","[(71, 79, 82), (254, 216, 61), (71, 79, 82)]"
"[96, 88, 52]","[(71, 79, 82), (254, 216, 61), (29, 29, 33)]"
"[147, 116, 61]","[(71, 79, 82), (254, 216, 61), (131, 84, 50)]"
"[169, 97, 55]","[(71, 79, 82), (254, 216, 61), (176, 46, 38)]"
"[206, 138, 50]","[(71, 79, 82), (254, 216, 61), (249, 128, 29)]"
"[208, 182, 66]","[(71, 79, 82), (254, 216, 61), (254, 216, 61)]"
"[145, 173, 51]","[(71, 79, 82), (254, 216, 61), (128, 199, 31)]"
"[128, 136, 47]","[(71, 79, 82), (254, 216, 61), (94, 124, 22)]"
"[92, 152, 114]","[(71, 79, 82), (254, 216, 61), (22, 156, 156)]"
"[110, 163, 145]","[(71, 79, 82), (254, 216, 61), (58, 179, 218)]"
"[111, 108, 121]","[(71, 79, 82), (254, 216, 61), (60, 68, 170)]"
"[150, 99, 128]","[(71, 79, 82), (254, 216, 61), (137, 50, 184)]"
"[181, 113, 130]","[(71, 79, 82), (254, 216, 61), (199, 78, 189)]"
"[203, 143, 121]","[(71, 79, 82), (254, 216, 61), (243, 139, 170)]"
"[174, 197, 155]","[(71, 79, 82), (128, 199, 31), (249, 255, 254)]"
"[128, 148, 104]","[(71, 79, 82), (128, 199, 31), (157, 157, 151)]"
"[85, 109, 69]","[(71, 79, 82), (128, 199, 31), (71, 79, 82)]"
"[64, 84, 45]","[(71, 79, 82), (128, 199, 31), (29, 29, 33)]"
"[115, 112, 53]","[(71, 79, 82), (128, 199, 31), (131, 84, 50)]"
"[138, 92, 47]","[(71, 79, 82), (128, 199, 31), (176, 46, 38)]"
"[174, 134, 43]","[(71, 79, 82), (128, 199, 31), (249, 128, 29)]"
"[177, 178, 59]","[(71, 79, 82), (128, 199, 31), (254, 216, 61)]"
"[114, 169, 44]","[(71, 79, 82), (128, 199, 31), (128, 199, 31)]"
"[97, 132, 39]","[(71, 79, 82), (128, 199, 31), (94, 124, 22)]"
"[61, 148, 106]","[(71, 79, 82), (128, 199, 31), (22, 156, 156)]"
"[79, 159, 137]","[(71, 79, 82), (128, 199, 31), (58, 179, 218)]"
"[80, 104, 113]","[(71, 79, 82), (128, 199, 31), (60, 68, 170)]"
"[118, 94, 120]","[(71, 79, 82), (128, 199, 31), (137, 50, 184)]"
"[149, 108, 123]","[(71, 79, 82), (128, 199, 31), (199, 78, 189)]"
"[171, 139, 113]","[(71, 79, 82), (128, 199, 31), (243, 139, 170)]"
"[166, 178, 153]","[(71, 79, 82), (94, 124, 22), (249, 255, 254)]"
"[120, 129, 102]","[(71, 79, 82), (94, 124, 22), (157, 157, 151)]"
"[77, 90, 67]","[(71, 79, 82), (94, 124, 22), (71, 79, 82)]"
"[56, 65, 42]","[(71, 79, 82), (94, 124, 22), (29, 29, 33)]"
"[107, 93, 51]","[(71, 79, 82), (94, 124, 22), (131, 84, 50)]"
"[129, 74, 45]","[(71, 79, 82), (94, 124, 22), (176, 46, 38)]"
